,DYRK1A_N;ITSN1_N;BDNF_N;NR1_N;NR2A_N;pAKT_N;pBRAF_N;pCAMKII_N;pCREB_N;pELK_N;pERK_N;pJNK_N;PKCA_N;pMEK_N;pNR1_N;pNR2A_N;pNR2B_N;pPKCAB_N;pRSK_N;AKT_N;BRAF_N;CAMKII_N;CREB_N;ELK_N;ERK_N;GSK3B_N;JNK_N;MEK_N;TRKA_N;RSK_N;APP_N;Bcatenin_N;SOD1_N;MTOR_N;P38_N;pMTOR_N;DSCR1_N;AMPKA_N;NR2B_N;pNUMB_N;RAPTOR_N;TIAM1_N;pP70S6_N;NUMB_N;P70S6_N;pGSK3B_N;pPKCG_N;CDK5_N;S6_N;ADARB1_N;AcetylH3K9_N;RRP1_N;BAX_N;ARC_N;ERBB4_N;nNOS_N;Tau_N;GFAP_N;GluR3_N;GluR4_N;IL1B_N;P3525_N;pCASP9_N;PSD95_N;SNCA_N;Ubiquitin_N;pGSK3B_Tyr216_N;SHH_N;pS6_N;SYP_N;CaNA_N;Genotype;Treatment,Labels
0,-1.421616878626776e-07,0
1,-1.421616878626776e-07,0
2,-1.421616878626776e-07,0
3,-1.421616878626776e-07,0
4,-1.421616878626776e-07,0
5,-1.421616878626776e-07,0
6,-1.421616878626776e-07,0
7,-1.421616878626776e-07,0
8,-1.421616878626776e-07,0
9,-1.421616878626776e-07,0
10,-1.421616878626776e-07,0
11,-1.421616878626776e-07,0
12,-1.421616878626776e-07,0
13,-1.421616878626776e-07,0
14,-1.421616878626776e-07,0
15,-1.421616878626776e-07,0
16,-1.421616878626776e-07,0
17,-1.421616878626776e-07,0
18,-1.421616878626776e-07,0
19,-1.421616878626776e-07,0
20,-1.421616878626776e-07,0
21,-1.421616878626776e-07,0
22,-1.421616878626776e-07,0
23,-1.421616878626776e-07,0
24,-1.421616878626776e-07,0
25,-1.421616878626776e-07,0
26,-1.421616878626776e-07,0
27,-1.421616878626776e-07,0
28,-1.421616878626776e-07,0
29,-1.421616878626776e-07,0
30,-1.421616878626776e-07,0
31,-1.421616878626776e-07,0
32,-1.421616878626776e-07,0
33,-1.421616878626776e-07,0
34,-1.421616878626776e-07,0
35,-1.421616878626776e-07,0
36,-1.421616878626776e-07,0
37,-1.421616878626776e-07,0
38,-1.421616878626776e-07,0
39,-1.421616878626776e-07,0
40,-1.421616878626776e-07,0
41,-1.421616878626776e-07,0
42,-1.421616878626776e-07,0
43,-1.421616878626776e-07,0
44,-1.421616878626776e-07,0
45,-1.421616878626776e-07,0
46,-1.421616878626776e-07,0
47,-1.421616878626776e-07,0
48,-1.421616878626776e-07,0
49,-1.421616878626776e-07,0
50,-1.421616878626776e-07,0
51,-1.421616878626776e-07,0
52,-1.421616878626776e-07,0
53,-1.421616878626776e-07,0
54,-1.421616878626776e-07,0
55,-1.421616878626776e-07,0
56,-1.421616878626776e-07,0
57,-1.421616878626776e-07,0
58,-1.421616878626776e-07,0
59,-1.421616878626776e-07,0
60,-1.421616878626776e-07,0
61,-1.421616878626776e-07,0
62,-1.421616878626776e-07,0
63,-1.421616878626776e-07,0
64,-1.421616878626776e-07,0
65,-1.421616878626776e-07,0
66,-1.421616878626776e-07,0
67,-1.421616878626776e-07,0
68,-1.421616878626776e-07,0
69,-1.421616878626776e-07,0
70,-1.421616878626776e-07,0
71,-1.421616878626776e-07,0
72,-1.421616878626776e-07,0
73,-1.421616878626776e-07,0
74,-1.421616878626776e-07,0
75,-1.421616878626776e-07,0
76,-1.421616878626776e-07,0
77,-1.421616878626776e-07,0
78,-1.421616878626776e-07,0
79,-1.421616878626776e-07,0
80,-1.421616878626776e-07,0
81,-1.421616878626776e-07,0
82,-1.421616878626776e-07,0
83,-1.421616878626776e-07,0
84,-1.421616878626776e-07,0
85,-1.421616878626776e-07,0
86,-1.421616878626776e-07,0
87,-1.421616878626776e-07,0
88,-1.421616878626776e-07,0
89,-1.421616878626776e-07,0
90,-1.421616878626776e-07,0
91,-1.421616878626776e-07,0
92,-1.421616878626776e-07,0
93,-1.421616878626776e-07,0
94,-1.421616878626776e-07,0
95,-1.421616878626776e-07,0
96,-1.421616878626776e-07,0
97,-1.421616878626776e-07,0
98,-1.421616878626776e-07,0
99,-1.421616878626776e-07,0
100,-1.421616878626776e-07,0
101,-1.421616878626776e-07,0
102,-1.421616878626776e-07,0
103,-1.421616878626776e-07,0
104,-1.421616878626776e-07,0
105,-1.421616878626776e-07,0
106,-1.421616878626776e-07,0
107,-1.421616878626776e-07,0
108,-1.421616878626776e-07,0
109,-1.421616878626776e-07,0
110,-1.421616878626776e-07,0
111,-1.421616878626776e-07,0
112,-1.421616878626776e-07,0
113,-1.421616878626776e-07,0
114,-1.421616878626776e-07,0
115,-1.421616878626776e-07,0
116,-1.421616878626776e-07,0
117,-1.421616878626776e-07,0
118,-1.421616878626776e-07,0
119,-1.421616878626776e-07,0
120,-1.421616878626776e-07,0
121,-1.421616878626776e-07,0
122,-1.421616878626776e-07,0
123,-1.421616878626776e-07,0
124,-1.421616878626776e-07,0
125,-1.421616878626776e-07,0
126,-1.421616878626776e-07,0
127,-1.421616878626776e-07,0
128,-1.421616878626776e-07,0
129,-1.421616878626776e-07,0
130,-1.421616878626776e-07,0
131,-1.421616878626776e-07,0
132,-1.421616878626776e-07,0
133,-1.421616878626776e-07,0
134,-1.421616878626776e-07,0
135,-1.421616878626776e-07,0
136,-1.421616878626776e-07,0
137,-1.421616878626776e-07,0
138,-1.421616878626776e-07,0
139,-1.421616878626776e-07,0
140,-1.421616878626776e-07,0
141,-1.421616878626776e-07,0
142,-1.421616878626776e-07,0
143,-1.421616878626776e-07,0
144,-1.421616878626776e-07,0
145,-1.421616878626776e-07,0
146,-1.421616878626776e-07,0
147,-1.421616878626776e-07,0
148,-1.421616878626776e-07,0
149,-1.421616878626776e-07,0
150,-1.421616878626776e-07,0
151,-1.421616878626776e-07,0
152,-1.421616878626776e-07,0
153,-1.421616878626776e-07,0
154,-1.421616878626776e-07,0
155,-1.421616878626776e-07,0
156,-1.421616878626776e-07,0
157,-1.421616878626776e-07,0
158,-1.421616878626776e-07,0
159,-1.421616878626776e-07,0
160,-1.421616878626776e-07,0
161,-1.421616878626776e-07,0
162,-1.421616878626776e-07,0
163,-1.421616878626776e-07,0
164,-1.421616878626776e-07,0
165,-1.421616878626776e-07,0
166,-1.421616878626776e-07,0
167,-1.421616878626776e-07,0
168,-1.421616878626776e-07,0
169,-1.421616878626776e-07,0
170,-1.421616878626776e-07,0
171,-1.421616878626776e-07,0
172,-1.421616878626776e-07,0
173,-1.421616878626776e-07,0
174,-1.421616878626776e-07,0
175,-1.421616878626776e-07,0
176,-1.421616878626776e-07,0
177,-1.421616878626776e-07,0
178,-1.421616878626776e-07,0
179,-1.421616878626776e-07,0
180,-1.421616878626776e-07,0
181,-1.421616878626776e-07,0
182,-1.421616878626776e-07,0
183,-1.421616878626776e-07,0
184,-1.421616878626776e-07,0
185,-1.421616878626776e-07,0
186,-1.421616878626776e-07,0
187,-1.421616878626776e-07,0
188,-1.421616878626776e-07,0
189,-1.421616878626776e-07,0
190,-1.421616878626776e-07,0
191,-1.421616878626776e-07,0
192,-1.421616878626776e-07,0
193,-1.421616878626776e-07,0
194,-1.421616878626776e-07,0
195,-1.421616878626776e-07,0
196,-1.421616878626776e-07,0
197,-1.421616878626776e-07,0
198,-1.421616878626776e-07,0
199,-1.421616878626776e-07,0
200,-1.421616878626776e-07,0
201,-1.421616878626776e-07,0
202,-1.421616878626776e-07,0
203,-1.421616878626776e-07,0
204,-1.421616878626776e-07,0
205,-1.421616878626776e-07,0
206,-1.421616878626776e-07,0
207,-1.421616878626776e-07,0
208,-1.421616878626776e-07,0
209,-1.421616878626776e-07,0
210,-1.421616878626776e-07,0
211,-1.421616878626776e-07,0
212,-1.421616878626776e-07,0
213,-1.421616878626776e-07,0
214,-1.421616878626776e-07,0
215,-1.421616878626776e-07,0
216,-1.421616878626776e-07,0
217,-1.421616878626776e-07,0
218,-1.421616878626776e-07,0
219,-1.421616878626776e-07,0
220,-1.421616878626776e-07,0
221,-1.421616878626776e-07,0
222,-1.421616878626776e-07,0
223,-1.421616878626776e-07,0
224,-1.421616878626776e-07,0
225,-1.421616878626776e-07,0
226,-1.421616878626776e-07,0
227,-1.421616878626776e-07,0
228,-1.421616878626776e-07,0
229,-1.421616878626776e-07,0
230,-1.421616878626776e-07,0
231,-1.421616878626776e-07,0
232,-1.421616878626776e-07,0
233,-1.421616878626776e-07,0
234,-1.421616878626776e-07,0
235,-1.421616878626776e-07,0
236,-1.421616878626776e-07,0
237,-1.421616878626776e-07,0
238,-1.421616878626776e-07,0
239,-1.421616878626776e-07,0
240,-1.421616878626776e-07,0
241,-1.421616878626776e-07,0
242,-1.421616878626776e-07,0
243,-1.421616878626776e-07,0
244,-1.421616878626776e-07,0
245,-1.421616878626776e-07,0
246,-1.421616878626776e-07,0
247,-1.421616878626776e-07,0
248,-1.421616878626776e-07,0
249,-1.421616878626776e-07,0
250,-1.421616878626776e-07,0
251,-1.421616878626776e-07,0
252,-1.421616878626776e-07,0
253,-1.421616878626776e-07,0
254,-1.421616878626776e-07,0
255,-1.421616878626776e-07,0
256,-1.421616878626776e-07,0
257,-1.421616878626776e-07,0
258,-1.421616878626776e-07,0
259,-1.421616878626776e-07,0
260,-1.421616878626776e-07,0
261,-1.421616878626776e-07,0
262,-1.421616878626776e-07,0
263,-1.421616878626776e-07,0
264,-1.421616878626776e-07,0
265,-1.421616878626776e-07,0
266,-1.421616878626776e-07,0
267,-1.421616878626776e-07,0
268,-1.421616878626776e-07,0
269,-1.421616878626776e-07,0
270,-1.421616878626776e-07,0
271,-1.421616878626776e-07,0
272,-1.421616878626776e-07,0
273,-1.421616878626776e-07,0
274,-1.421616878626776e-07,0
275,-1.421616878626776e-07,0
276,-1.421616878626776e-07,0
277,-1.421616878626776e-07,0
278,-1.421616878626776e-07,0
279,-1.421616878626776e-07,0
280,-1.421616878626776e-07,0
281,-1.421616878626776e-07,0
282,-1.421616878626776e-07,0
283,-1.421616878626776e-07,0
284,-1.421616878626776e-07,0
285,-1.421616878626776e-07,0
286,-1.421616878626776e-07,0
287,-1.421616878626776e-07,0
288,-1.421616878626776e-07,0
289,-1.421616878626776e-07,0
290,-1.421616878626776e-07,0
291,-1.421616878626776e-07,0
292,-1.421616878626776e-07,0
293,-1.421616878626776e-07,0
294,-1.421616878626776e-07,0
295,-1.421616878626776e-07,0
296,-1.421616878626776e-07,0
297,-1.421616878626776e-07,0
298,-1.421616878626776e-07,0
299,-1.421616878626776e-07,0
300,-1.421616878626776e-07,0
301,-1.421616878626776e-07,0
302,-1.421616878626776e-07,0
303,-1.421616878626776e-07,0
304,-1.421616878626776e-07,0
305,-1.421616878626776e-07,0
306,-1.421616878626776e-07,0
307,-1.421616878626776e-07,0
308,-1.421616878626776e-07,0
309,-1.421616878626776e-07,0
310,-1.421616878626776e-07,0
311,-1.421616878626776e-07,0
312,-1.421616878626776e-07,0
313,-1.421616878626776e-07,0
314,-1.421616878626776e-07,0
315,-1.421616878626776e-07,0
316,-1.421616878626776e-07,0
317,-1.421616878626776e-07,0
318,-1.421616878626776e-07,0
319,-1.421616878626776e-07,0
320,-1.421616878626776e-07,0
321,-1.421616878626776e-07,0
322,-1.421616878626776e-07,0
323,-1.421616878626776e-07,0
324,-1.421616878626776e-07,0
325,-1.421616878626776e-07,0
326,-1.421616878626776e-07,0
327,-1.421616878626776e-07,0
328,-1.421616878626776e-07,0
329,-1.421616878626776e-07,0
330,-1.421616878626776e-07,0
331,-1.421616878626776e-07,0
