,eval,petal.length,petal.width,sepal.length,sepal.width,variety,Labels
0,0.0,0.0,0.0,0.0,0.027160212989938246,-26.88559065475206,31
1,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,31
2,0.0,0.0,0.0,0.0,-1.60641223195584,-26.88559065475206,5
3,0.0,0.0,0.0,0.0,-3.347879218356994,-26.88559065475206,29
4,0.0,0.0,0.0,0.0,0.32100576590926105,-26.88559065475206,0
5,0.0,0.0,0.0,0.0,0.9559015298201168,-26.88559065475206,93
6,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,15
7,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,15
8,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,31
9,0.0,0.0,0.0,0.0,-3.347879218356994,-26.88559065475206,29
10,0.0,0.0,0.0,0.0,0.5650101178729758,-26.88559065475206,84
11,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,15
12,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,31
13,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,31
14,0.0,0.0,0.0,0.0,1.117687186452413,-26.88559065475206,69
15,0.0,0.0,0.0,0.0,1.6279687496497992,-26.88559065475206,34
16,0.0,0.0,0.0,0.0,0.9559015298201168,-26.88559065475206,93
17,0.0,0.0,0.0,0.0,0.027160212989938246,-26.88559065475206,31
18,0.0,0.0,0.0,0.0,0.7736542989830453,-26.88559065475206,19
19,0.0,0.0,0.0,0.0,0.7736542989830453,-26.88559065475206,19
20,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,15
21,0.0,0.0,0.0,0.0,0.5650101178729758,-26.88559065475206,84
22,0.0,0.0,0.0,0.0,0.32100576590926105,-26.88559065475206,0
23,0.0,0.0,0.0,0.0,-0.8400845781582924,-26.88559065475206,41
24,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,15
25,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,31
26,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,15
27,0.0,0.0,0.0,0.0,0.027160212989938246,-26.88559065475206,31
28,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,15
29,0.0,0.0,0.0,0.0,-1.60641223195584,-26.88559065475206,5
30,0.0,0.0,0.0,0.0,-3.347879218356994,-26.88559065475206,29
31,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,15
32,0.0,0.0,0.0,0.0,1.263145578950366,-26.88559065475206,91
33,0.0,0.0,0.0,0.0,1.3952721757555142,-26.88559065475206,91
34,0.0,0.0,0.0,0.0,-3.347879218356994,-26.88559065475206,29
35,0.0,0.0,0.0,0.0,-1.60641223195584,-26.88559065475206,5
36,0.0,0.0,0.0,0.0,0.027160212989938246,-26.88559065475206,31
37,0.0,0.0,0.0,0.0,0.32100576590926105,-26.88559065475206,0
38,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,31
39,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,15
40,0.0,0.0,0.0,0.0,0.027160212989938246,-26.88559065475206,31
41,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,31
42,0.0,0.0,0.0,0.0,-1.60641223195584,-26.88559065475206,5
43,0.0,0.0,0.0,0.0,0.027160212989938246,-26.88559065475206,31
44,0.0,0.0,0.0,0.0,0.7736542989830453,-26.88559065475206,19
45,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,31
46,0.0,0.0,0.0,0.0,0.7736542989830453,-26.88559065475206,19
47,0.0,0.0,0.0,0.0,-1.60641223195584,-26.88559065475206,5
48,0.0,0.0,0.0,0.0,0.5650101178729758,-26.88559065475206,84
49,0.0,0.0,0.0,0.0,-0.8400845781582924,-26.88559065475206,41
50,0.0,-0.9012878861056257,-1.9206148350581114,0.48698035844522936,-1.60641223195584,-26.88559065475206,8
51,0.0,-1.245595759097606,-1.3372508885624312,-0.568107201658979,-1.60641223195584,-26.88559065475206,25
52,0.0,-0.6235242003555658,-1.3372508885624312,0.3565275360063763,-3.347879218356994,-26.88559065475206,9
53,0.0,-2.8620078984438164,-2.915829772492735,0.0,0.0,-26.88559065475206,10
54,0.0,-1.0631947126520136,-1.3372508885624312,-0.3297596746766556,0.0,-26.88559065475206,79
55,0.0,-1.245595759097606,-2.915829772492735,0.0,0.0,-26.88559065475206,95
56,0.0,-0.9012878861056257,-0.923013331106626,-0.8537794111725061,-0.8400845781582924,-26.88559065475206,43
57,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,31
58,0.0,-1.0631947126520136,-2.915829772492735,-0.1252630068421174,0.0,-26.88559065475206,1
59,0.0,-3.631124016213732,-1.9206148350581114,0.0,0.0,-26.88559065475206,26
60,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,31
61,0.0,-1.9929685763269775,-1.3372508885624312,-3.864348652882692,0.0,-26.88559065475206,20
62,0.0,-2.8620078984438164,0.0,-2.397222642455397,0.0,-26.88559065475206,17
63,0.0,-0.9012878861056257,-1.9206148350581114,-1.6850249534381339,0.0,-26.88559065475206,37
64,0.0,0.0,-2.915829772492735,0.0,0.0,-26.88559065475206,39
65,0.0,-1.4544416485961056,-1.9206148350581114,0.05381305506084672,-3.347879218356994,-26.88559065475206,44
66,0.0,-1.245595759097606,-1.3372508885624312,0.0,0.0,-26.88559065475206,14
67,0.0,-2.363018620832514,0.0,0.0,0.0,-26.88559065475206,16
68,0.0,-1.245595759097606,-1.3372508885624312,-1.2103445077318848,0.0,-26.88559065475206,7
69,0.0,-3.631124016213732,0.0,0.0,0.0,-26.88559065475206,30
70,0.0,-0.7557315734399012,-0.33885121600427276,-3.864348652882692,-1.60641223195584,-26.88559065475206,21
71,0.0,-2.8620078984438164,-2.915829772492735,-1.6850249534381339,0.0,-26.88559065475206,22
72,0.0,-0.6235242003555658,-1.3372508885624312,-0.8537794111725061,0.0,-26.88559065475206,92
73,0.0,-0.9012878861056257,-10.15423451181845,-1.6850249534381339,0.0,-26.88559065475206,13
74,-0.01923707390683556,-1.6987220943645385,-2.915829772492735,-0.568107201658979,0.0,-26.88559065475206,80
75,-0.01923707390683556,-1.4544416485961056,-1.9206148350581114,-0.1252630068421174,0.0,-26.88559065475206,61
76,-0.01923707390683556,-0.7557315734399012,-1.9206148350581114,0.21309543254265595,0.0,-26.88559065475206,52
77,-0.01923707390683556,-0.5024216774979275,-0.60156541430354,0.05381305506084672,0.0,-26.88559065475206,59
78,-0.01923707390683556,-1.245595759097606,-1.3372508885624312,-2.397222642455397,0.0,-26.88559065475206,65
79,-0.01923707390683556,0.0,0.0,0.0,0.0,-26.88559065475206,31
80,-0.01923707390683556,-5.38855371293967,0.0,0.0,0.0,-26.88559065475206,6
81,-0.01923707390683556,0.0,0.0,0.0,0.0,-26.88559065475206,31
82,-0.01923707390683556,-3.631124016213732,-10.15423451181845,0.0,0.0,-26.88559065475206,53
83,-0.01923707390683556,-0.39070217951822583,-0.923013331106626,-2.397222642455397,0.0,-26.88559065475206,74
84,-0.01923707390683556,-1.245595759097606,-1.3372508885624312,0.0,0.0,-26.88559065475206,14
85,-0.01923707390683556,-1.245595759097606,-0.923013331106626,-2.397222642455397,-0.3422546691631091,-26.88559065475206,35
86,-0.01923707390683556,-0.9012878861056257,-1.3372508885624312,0.05381305506084672,-3.347879218356994,-26.88559065475206,81
87,-0.01923707390683556,-1.4544416485961056,-2.915829772492735,-0.8537794111725061,0.0,-26.88559065475206,23
88,-0.01923707390683556,-2.363018620832514,-2.915829772492735,0.0,0.0,-26.88559065475206,32
89,-0.01923707390683556,-2.8620078984438164,-2.915829772492735,0.0,0.0,-26.88559065475206,10
90,-0.01923707390683556,-1.4544416485961056,-10.15423451181845,0.0,0.0,-26.88559065475206,27
91,-0.01923707390683556,-1.0631947126520136,-1.9206148350581114,-1.6850249534381339,0.0,-26.88559065475206,98
92,-0.01923707390683556,-2.8620078984438164,-10.15423451181845,0.0,0.0,-26.88559065475206,2
93,-0.01923707390683556,0.0,0.0,0.0,0.0,-26.88559065475206,31
94,-0.01923707390683556,-1.9929685763269775,-2.915829772492735,0.0,0.0,-26.88559065475206,66
95,-0.01923707390683556,-1.9929685763269775,-10.15423451181845,0.0,0.0,-26.88559065475206,68
96,-0.01923707390683556,-1.9929685763269775,-2.915829772492735,0.0,0.0,-26.88559065475206,66
97,-0.01923707390683556,-1.6987220943645385,-2.915829772492735,-1.2103445077318848,0.0,-26.88559065475206,72
98,-0.01923707390683556,0.0,0.0,0.0,0.0,-26.88559065475206,31
99,-0.01923707390683556,-2.363018620832514,-2.915829772492735,0.0,0.0,-26.88559065475206,32
100,-0.01923707390683556,0.3496994270870181,0.7757635507912153,-0.8537794111725061,-0.8400845781582924,-26.88559065475206,54
101,-0.01923707390683556,-0.39070217951822583,-0.11668755785563328,0.0,0.0,-26.88559065475206,87
102,-0.01923707390683556,0.2838716290318475,0.24557744750787347,0.6066092191356324,0.0,-26.88559065475206,64
103,-0.01923707390683556,0.06618621037292652,-0.33885121600427276,-0.8537794111725061,0.0,-26.88559065475206,77
104,-0.01923707390683556,0.2148960151593925,0.3974737498028775,-0.3297596746766556,0.0,-26.88559065475206,89
105,-0.01923707390683556,0.6918197035243715,0.24557744750787347,1.0898476575041829,0.0,-26.88559065475206,94
106,-0.01923707390683556,-1.245595759097606,-0.60156541430354,0.0,0.0,-26.88559065475206,49
107,-0.01923707390683556,0.5308771792865501,-0.33885121600427276,0.8196779753675668,0.0,-26.88559065475206,88
108,-0.01923707390683556,0.2148960151593925,-0.33885121600427276,0.05381305506084672,0.0,-26.88559065475206,78
109,-0.01923707390683556,0.41265422478280617,0.7757635507912153,0.7170734901332159,0.32100576590926105,-26.88559065475206,45
110,-0.01923707390683556,-0.39070217951822583,0.07578592388782261,-0.3297596746766556,-1.60641223195584,-26.88559065475206,71
111,-0.01923707390683556,-0.19028408580337472,-0.11668755785563328,-0.568107201658979,0.0,-26.88559065475206,48
112,-0.01923707390683556,-0.014342227119544184,0.24557744750787347,0.21309543254265595,0.0,-26.88559065475206,82
113,-0.01923707390683556,-0.5024216774979275,0.07578592388782261,0.0,0.0,-26.88559065475206,38
114,-0.01923707390683556,-0.39070217951822583,0.6603479540884646,0.0,0.0,-26.88559065475206,57
115,-0.01923707390683556,-0.19028408580337472,0.5348898930954464,-0.568107201658979,-1.60641223195584,-26.88559065475206,46
116,-0.01923707390683556,-0.014342227119544184,-0.33885121600427276,-0.3297596746766556,0.0,-26.88559065475206,83
117,-0.01923707390683556,0.7417103955364215,0.3974737498028775,1.1697220232070007,0.7736542989830453,-26.88559065475206,36
118,-0.01923707390683556,0.8365963295757879,0.5348898930954464,1.1697220232070007,0.0,-26.88559065475206,70
119,-0.01923707390683556,-0.5024216774979275,-1.3372508885624312,-2.397222642455397,0.0,-26.88559065475206,4
120,-0.01923707390683556,0.14245634970078352,0.5348898930954464,0.3565275360063763,-1.60641223195584,-26.88559065475206,96
121,-0.01923707390683556,-0.6235242003555658,0.07578592388782261,0.0,0.0,-26.88559065475206,38
122,-0.01923707390683556,0.7417103955364215,0.07578592388782261,1.1697220232070007,0.0,-26.88559065475206,12
123,-0.01923707390683556,-0.6235242003555658,-0.33885121600427276,-0.8537794111725061,0.0,-26.88559065475206,90
124,-0.01923707390683556,0.14245634970078352,0.24557744750787347,0.05381305506084672,-0.8400845781582924,-26.88559065475206,86
125,-0.01923707390683556,0.3496994270870181,-0.33885121600427276,0.7170734901332159,-1.60641223195584,-26.88559065475206,50
126,-0.01923707390683556,-0.7557315734399012,-0.33885121600427276,-1.2103445077318848,0.0,-26.88559065475206,67
127,-0.01923707390683556,-0.6235242003555658,-0.33885121600427276,-1.6850249534381339,0.0,-26.88559065475206,55
128,-0.01923707390683556,0.06618621037292652,0.24557744750787347,-0.568107201658979,0.0,-26.88559065475206,99
