,eval,petal.length,petal.width,sepal.length,sepal.width,variety,Labels
0,0.0,0.0,0.0,0.0,0.027160212989938246,-26.88559065475206,16
1,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,0
2,0.0,0.0,0.0,0.0,-1.60641223195584,-26.88559065475206,15
3,0.0,0.0,0.0,0.0,-3.347879218356994,-26.88559065475206,3
4,0.0,0.0,0.0,0.0,0.32100576590926105,-26.88559065475206,1
5,0.0,0.0,0.0,0.0,0.9559015298201168,-26.88559065475206,5
6,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,2
7,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,12
8,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,19
9,0.0,0.0,0.0,0.0,-3.347879218356994,-26.88559065475206,3
10,0.0,0.0,0.0,0.0,0.5650101178729758,-26.88559065475206,1
11,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,4
12,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,14
13,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,17
14,0.0,0.0,0.0,0.0,1.117687186452413,-26.88559065475206,5
15,0.0,0.0,0.0,0.0,1.6279687496497992,-26.88559065475206,5
16,0.0,0.0,0.0,0.0,0.9559015298201168,-26.88559065475206,5
17,0.0,0.0,0.0,0.0,0.027160212989938246,-26.88559065475206,6
18,0.0,0.0,0.0,0.0,0.7736542989830453,-26.88559065475206,5
19,0.0,0.0,0.0,0.0,0.7736542989830453,-26.88559065475206,5
20,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,7
21,0.0,0.0,0.0,0.0,0.5650101178729758,-26.88559065475206,1
22,0.0,0.0,0.0,0.0,0.32100576590926105,-26.88559065475206,1
23,0.0,0.0,0.0,0.0,-0.8400845781582924,-26.88559065475206,7
24,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,12
25,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,0
26,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,7
27,0.0,0.0,0.0,0.0,0.027160212989938246,-26.88559065475206,8
28,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,9
29,0.0,0.0,0.0,0.0,-1.60641223195584,-26.88559065475206,15
30,0.0,0.0,0.0,0.0,-3.347879218356994,-26.88559065475206,3
31,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,10
32,0.0,0.0,0.0,0.0,1.263145578950366,-26.88559065475206,5
33,0.0,0.0,0.0,0.0,1.3952721757555142,-26.88559065475206,5
34,0.0,0.0,0.0,0.0,-3.347879218356994,-26.88559065475206,3
35,0.0,0.0,0.0,0.0,-1.60641223195584,-26.88559065475206,15
36,0.0,0.0,0.0,0.0,0.027160212989938246,-26.88559065475206,6
37,0.0,0.0,0.0,0.0,0.32100576590926105,-26.88559065475206,11
38,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,19
39,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,12
40,0.0,0.0,0.0,0.0,0.027160212989938246,-26.88559065475206,13
41,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,14
42,0.0,0.0,0.0,0.0,-1.60641223195584,-26.88559065475206,15
43,0.0,0.0,0.0,0.0,0.027160212989938246,-26.88559065475206,16
44,0.0,0.0,0.0,0.0,0.7736542989830453,-26.88559065475206,5
45,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,17
46,0.0,0.0,0.0,0.0,0.7736542989830453,-26.88559065475206,5
47,0.0,0.0,0.0,0.0,-1.60641223195584,-26.88559065475206,15
48,0.0,0.0,0.0,0.0,0.5650101178729758,-26.88559065475206,11
49,0.0,0.0,0.0,0.0,-0.8400845781582924,-26.88559065475206,2
50,0.0,-0.9012878861056257,-1.9206148350581114,0.48698035844522936,-1.60641223195584,-26.88559065475206,26
51,0.0,-1.245595759097606,-1.3372508885624312,-0.568107201658979,-1.60641223195584,-26.88559065475206,18
52,0.0,-0.6235242003555658,-1.3372508885624312,0.3565275360063763,-3.347879218356994,-26.88559065475206,26
53,0.0,-2.8620078984438164,-2.915829772492735,0.0,0.0,-26.88559065475206,27
54,0.0,-1.0631947126520136,-1.3372508885624312,-0.3297596746766556,0.0,-26.88559065475206,18
55,0.0,-1.245595759097606,-2.915829772492735,0.0,0.0,-26.88559065475206,22
56,0.0,-0.9012878861056257,-0.923013331106626,-0.8537794111725061,-0.8400845781582924,-26.88559065475206,18
57,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,19
58,0.0,-1.0631947126520136,-2.915829772492735,-0.1252630068421174,0.0,-26.88559065475206,22
59,0.0,-3.631124016213732,-1.9206148350581114,0.0,0.0,-26.88559065475206,27
60,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,17
61,0.0,-1.9929685763269775,-1.3372508885624312,-3.864348652882692,0.0,-26.88559065475206,25
62,0.0,-2.8620078984438164,0.0,-2.397222642455397,0.0,-26.88559065475206,25
63,0.0,-0.9012878861056257,-1.9206148350581114,-1.6850249534381339,0.0,-26.88559065475206,20
64,0.0,0.0,-2.915829772492735,0.0,0.0,-26.88559065475206,22
65,0.0,-1.4544416485961056,-1.9206148350581114,0.05381305506084672,-3.347879218356994,-26.88559065475206,26
66,0.0,-1.245595759097606,-1.3372508885624312,0.0,0.0,-26.88559065475206,18
67,0.0,-2.363018620832514,0.0,0.0,0.0,-26.88559065475206,21
68,0.0,-1.245595759097606,-1.3372508885624312,-1.2103445077318848,0.0,-26.88559065475206,20
69,0.0,-3.631124016213732,0.0,0.0,0.0,-26.88559065475206,21
70,0.0,-0.7557315734399012,-0.33885121600427276,-3.864348652882692,-1.60641223195584,-26.88559065475206,25
71,0.0,-2.8620078984438164,-2.915829772492735,-1.6850249534381339,0.0,-26.88559065475206,22
72,0.0,-0.6235242003555658,-1.3372508885624312,-0.8537794111725061,0.0,-26.88559065475206,18
73,0.0,-0.9012878861056257,-10.15423451181845,-1.6850249534381339,0.0,-26.88559065475206,29
74,-0.01923707390683556,-1.6987220943645385,-2.915829772492735,-0.568107201658979,0.0,-26.88559065475206,22
75,-0.01923707390683556,-1.4544416485961056,-1.9206148350581114,-0.1252630068421174,0.0,-26.88559065475206,18
76,-0.01923707390683556,-0.7557315734399012,-1.9206148350581114,0.21309543254265595,0.0,-26.88559065475206,18
77,-0.01923707390683556,-0.5024216774979275,-0.60156541430354,0.05381305506084672,0.0,-26.88559065475206,24
