,petal.length,petal.width,sepal.length,sepal.width,Labels
0,-1.3402265266227666,-1.3154442950077423,-0.9006811702978312,1.0190043519716394,1
1,-1.3402265266227666,-1.3154442950077423,-1.1430169111851387,-0.13197947932163007,1
2,-1.39706395353637,-1.3154442950077423,-1.385352652072447,0.3284140531956782,1
3,-1.2833890997091635,-1.3154442950077423,-1.506520522516102,0.09821728693702406,1
4,-1.3402265266227666,-1.3154442950077423,-1.0218490407414849,1.2492011182302936,1
5,-1.1697142458819567,-1.05217992642714,-0.5371775589668679,1.939791417006255,1
6,-1.3402265266227666,-1.183812110717441,-1.506520522516102,0.7888075857129854,1
7,-1.2833890997091635,-1.3154442950077423,-1.0218490407414849,0.7888075857129854,1
8,-1.3402265266227666,-1.3154442950077423,-1.7488562634034095,-0.36217624558028416,1
9,-1.2833890997091635,-1.447076479298043,-1.1430169111851387,0.09821728693702406,1
10,-1.2833890997091635,-1.3154442950077423,-0.5371775589668679,1.4793978844889477,1
11,-1.22655167279556,-1.3154442950077423,-1.2641847816287934,0.7888075857129854,1
12,-1.3402265266227666,-1.447076479298043,-1.2641847816287934,-0.13197947932163007,1
13,-1.5107388073635766,-1.447076479298043,-1.8700241338470642,-0.13197947932163007,1
14,-1.4539013804499732,-1.3154442950077423,-0.052506077192251886,2.169988183264909,1
15,-1.2833890997091635,-1.05217992642714,-0.1736739476359056,3.0907752482995257,1
16,-1.39706395353637,-1.05217992642714,-0.5371775589668679,1.939791417006255,1
17,-1.3402265266227666,-1.183812110717441,-0.9006811702978312,1.0190043519716394,1
18,-1.1697142458819567,-1.183812110717441,-0.1736739476359056,1.709594650747601,1
19,-1.2833890997091635,-1.183812110717441,-0.9006811702978312,1.709594650747601,1
20,-1.1697142458819567,-1.3154442950077423,-0.5371775589668679,0.7888075857129854,1
21,-1.2833890997091635,-1.05217992642714,-0.9006811702978312,1.4793978844889477,1
22,-1.5675762342771797,-1.3154442950077423,-1.506520522516102,1.2492011182302936,1
23,-1.1697142458819567,-0.9205477421368392,-0.9006811702978312,0.5586108194543313,1
24,-1.0560393920547504,-1.3154442950077423,-1.2641847816287934,0.7888075857129854,1
25,-1.22655167279556,-1.3154442950077423,-1.0218490407414849,-0.13197947932163007,1
26,-1.22655167279556,-1.05217992642714,-1.0218490407414849,0.7888075857129854,1
27,-1.2833890997091635,-1.3154442950077423,-0.7795132998541764,1.0190043519716394,1
28,-1.3402265266227666,-1.3154442950077423,-0.7795132998541764,0.7888075857129854,1
29,-1.22655167279556,-1.3154442950077423,-1.385352652072447,0.3284140531956782,1
30,-1.22655167279556,-1.3154442950077423,-1.2641847816287934,0.09821728693702406,1
31,-1.2833890997091635,-1.05217992642714,-0.5371775589668679,0.7888075857129854,1
32,-1.2833890997091635,-1.447076479298043,-0.7795132998541764,2.4001849495235623,1
33,-1.3402265266227666,-1.3154442950077423,-0.4160096885232141,2.6303817157822174,1
34,-1.2833890997091635,-1.3154442950077423,-1.1430169111851387,0.09821728693702406,1
35,-1.4539013804499732,-1.3154442950077423,-1.0218490407414849,0.3284140531956782,1
36,-1.39706395353637,-1.3154442950077423,-0.4160096885232141,1.0190043519716394,1
37,-1.3402265266227666,-1.447076479298043,-1.1430169111851387,1.2492011182302936,1
38,-1.39706395353637,-1.3154442950077423,-1.7488562634034095,-0.13197947932163007,1
39,-1.2833890997091635,-1.3154442950077423,-0.9006811702978312,0.7888075857129854,1
40,-1.39706395353637,-1.183812110717441,-1.0218490407414849,1.0190043519716394,1
