,petal_length,petal_width,sepal_length,sepal_width,species,Labels
0,-1.3412724047598312,-1.3129767272601458,-0.900681170297806,1.0320572244889603,8.065490087349327e-09,1
1,-1.3412724047598312,-1.3129767272601458,-1.143016911185107,-0.1249576011713098,8.065490087349327e-09,1
2,-1.3981381087490834,-1.3129767272601458,-1.385352652072409,0.33784832909279866,8.065490087349327e-09,1
3,-1.2844067007705788,-1.3129767272601458,-1.5065205225160605,0.10644536396074443,8.065490087349327e-09,1
4,-1.3412724047598312,-1.3129767272601458,-1.0218490407414564,1.2634601896210145,8.065490087349327e-09,1
5,-1.1706752927920743,-1.0500307872213983,-0.5371775589668524,1.9576690850171763,8.065490087349327e-09,1
6,-1.3412724047598312,-1.1815037572407718,-1.5065205225160605,0.800654259356906,8.065490087349327e-09,1
7,-1.2844067007705788,-1.3129767272601458,-1.0218490407414564,0.800654259356906,8.065490087349327e-09,1
8,-1.3412724047598312,-1.3129767272601458,-1.7488562634033615,-0.35636056630336405,8.065490087349327e-09,1
9,-1.2844067007705788,-1.4444496972795193,-1.143016911185107,0.10644536396074443,8.065490087349327e-09,1
10,-1.2844067007705788,-1.3129767272601458,-0.5371775589668524,1.4948631547530689,8.065490087349327e-09,1
11,-1.2275409967813264,-1.3129767272601458,-1.2641847816287586,0.800654259356906,8.065490087349327e-09,1
12,-1.3412724047598312,-1.4444496972795193,-1.2641847816287586,-0.1249576011713098,8.065490087349327e-09,1
13,-1.511869516727588,-1.4444496972795193,-1.8700241338470132,-0.1249576011713098,8.065490087349327e-09,1
14,-1.455003812738336,-1.3129767272601458,-0.0525060771922494,2.1890720501492305,8.065490087349327e-09,1
15,-1.2844067007705788,-1.0500307872213983,-0.17367394763589988,3.114683910677447,8.065490087349327e-09,1
16,-1.3981381087490834,-1.0500307872213983,-0.5371775589668524,1.9576690850171763,8.065490087349327e-09,1
17,-1.3412724047598312,-1.1815037572407718,-0.900681170297806,1.0320572244889603,8.065490087349327e-09,1
18,-1.1706752927920743,-1.1815037572407718,-0.17367394763589988,1.726266119885122,8.065490087349327e-09,1
19,-1.2844067007705788,-1.1815037572407718,-0.900681170297806,1.726266119885122,8.065490087349327e-09,1
20,-1.1706752927920743,-1.3129767272601458,-0.5371775589668524,0.800654259356906,8.065490087349327e-09,1
21,-1.2844067007705788,-1.0500307872213983,-0.900681170297806,1.4948631547530689,8.065490087349327e-09,1
22,-1.5687352207168404,-1.3129767272601458,-1.5065205225160605,1.2634601896210145,8.065490087349327e-09,1
23,-1.1706752927920743,-0.9185578172020246,-0.900681170297806,0.5692512942248519,8.065490087349327e-09,1
24,-1.0569438848135695,-1.3129767272601458,-1.2641847816287586,0.800654259356906,8.065490087349327e-09,1
25,-1.2275409967813264,-1.3129767272601458,-1.0218490407414564,-0.1249576011713098,8.065490087349327e-09,1
26,-1.2275409967813264,-1.0500307872213983,-1.0218490407414564,0.800654259356906,8.065490087349327e-09,1
27,-1.2844067007705788,-1.3129767272601458,-0.7795132998541544,1.0320572244889603,8.065490087349327e-09,1
28,-1.3412724047598312,-1.3129767272601458,-0.7795132998541544,0.800654259356906,8.065490087349327e-09,1
29,-1.2275409967813264,-1.3129767272601458,-1.385352652072409,0.33784832909279866,8.065490087349327e-09,1
30,-1.2275409967813264,-1.3129767272601458,-1.2641847816287586,0.10644536396074443,8.065490087349327e-09,1
31,-1.2844067007705788,-1.0500307872213983,-0.5371775589668524,0.800654259356906,8.065490087349327e-09,1
32,-1.2844067007705788,-1.4444496972795193,-0.7795132998541544,2.4204750152812835,8.065490087349327e-09,1
33,-1.3412724047598312,-1.3129767272601458,-0.4160096885232019,2.6518779804133388,8.065490087349327e-09,1
34,-1.2844067007705788,-1.4444496972795193,-1.143016911185107,0.10644536396074443,8.065490087349327e-09,1
35,-1.455003812738336,-1.3129767272601458,-1.0218490407414564,0.33784832909279866,8.065490087349327e-09,1
36,-1.3981381087490834,-1.3129767272601458,-0.4160096885232019,1.0320572244889603,8.065490087349327e-09,1
37,-1.2844067007705788,-1.4444496972795193,-1.143016911185107,0.10644536396074443,8.065490087349327e-09,1
38,-1.3981381087490834,-1.3129767272601458,-1.7488562634033615,-0.1249576011713098,8.065490087349327e-09,1
39,-1.2844067007705788,-1.3129767272601458,-0.900681170297806,0.800654259356906,8.065490087349327e-09,1
40,-1.3981381087490834,-1.1815037572407718,-1.0218490407414564,1.0320572244889603,8.065490087349327e-09,1
41,-1.3981381087490834,-1.1815037572407718,-1.627688392959711,-1.7447783570956883,8.065490087349327e-09,1
42,-1.3981381087490834,-1.3129767272601458,-1.7488562634033615,0.33784832909279866,8.065490087349327e-09,1
43,-1.2275409967813264,-0.7870848471826508,-1.0218490407414564,1.0320572244889603,8.065490087349327e-09,1
44,-1.0569438848135695,-1.0500307872213983,-0.900681170297806,1.726266119885122,8.065490087349327e-09,1
45,-1.3412724047598312,-1.1815037572407718,-1.2641847816287586,-0.1249576011713098,8.065490087349327e-09,1
46,-1.2275409967813264,-1.3129767272601458,-0.900681170297806,1.726266119885122,8.065490087349327e-09,1
47,-1.3412724047598312,-1.3129767272601458,-1.5065205225160605,0.33784832909279866,8.065490087349327e-09,1
48,-1.2844067007705788,-1.3129767272601458,-0.658345429410504,1.4948631547530689,8.065490087349327e-09,1
49,-1.3412724047598312,-1.3129767272601458,-1.0218490407414564,0.5692512942248519,8.065490087349327e-09,1
50,0.5352958268854956,0.26469891297233883,1.4015083681315617,0.33784832909279866,8.065490087349327e-09,0
51,0.4215644189069908,0.3961718829917127,0.6745011454696567,0.33784832909279866,8.065490087349327e-09,0
52,0.6490272348640003,0.3961718829917127,1.2803404976879114,0.10644536396074443,8.065490087349327e-09,0
53,0.1372358989607292,0.1332259429529653,-0.4160096885232019,-1.7447783570956883,8.065490087349327e-09,0
54,0.4784301228962429,0.3961718829917127,0.7956690159133072,-0.5877635314354183,8.065490087349327e-09,0
55,0.4215644189069908,0.1332259429529653,-0.17367394763589988,-0.5877635314354183,8.065490087349327e-09,0
56,0.5352958268854956,0.5276448530110865,0.5533332750260052,0.5692512942248519,8.065490087349327e-09,0
57,-0.2608240289640371,-0.26119296710515594,-1.143016911185107,-1.5133753919636341,8.065490087349327e-09,0
58,0.4784301228962429,0.1332259429529653,0.9168368863569577,-0.35636056630336405,8.065490087349327e-09,0
59,0.08037019497147685,0.26469891297233883,-0.7795132998541544,-0.8191664965674714,8.065490087349327e-09,0
60,-0.14709262098553239,-0.26119296710515594,-1.0218490407414564,-2.43898725249185,8.065490087349327e-09,0
61,0.25096730693923397,0.3961718829917127,0.06866179325140216,-0.1249576011713098,8.065490087349327e-09,0
62,0.1372358989607292,-0.26119296710515594,0.18982966369505264,-1.9761813222277416,8.065490087349327e-09,0
63,0.5352958268854956,0.26469891297233883,0.3109975341387031,-0.35636056630336405,8.065490087349327e-09,0
64,-0.09022691699628001,0.1332259429529653,-0.29484181807955145,-0.35636056630336405,8.065490087349327e-09,0
65,0.3646987149177387,0.26469891297233883,1.0380047568006092,0.10644536396074443,8.065490087349327e-09,0
66,0.4215644189069908,0.3961718829917127,-0.29484181807955145,-0.1249576011713098,8.065490087349327e-09,0
67,0.19410160294998136,-0.26119296710515594,-0.0525060771922494,-0.8191664965674714,8.065490087349327e-09,0
68,0.4215644189069908,0.3961718829917127,0.4321654045823547,-1.9761813222277416,8.065490087349327e-09,0
69,0.08037019497147685,-0.12971999708578208,-0.29484181807955145,-1.28197242683158,8.065490087349327e-09,0
70,0.5921615308747477,0.7905907930498339,0.06866179325140216,0.33784832909279866,8.065490087349327e-09,0
71,0.1372358989607292,0.1332259429529653,0.3109975341387031,-0.5877635314354183,8.065490087349327e-09,0
72,0.6490272348640003,0.3961718829917127,0.5533332750260052,-1.28197242683158,8.065490087349327e-09,0
73,0.5352958268854956,0.0017529729335914565,0.3109975341387031,-0.5877635314354183,8.065490087349327e-09,0
74,0.3078330109284861,0.1332259429529653,0.6745011454696567,-0.35636056630336405,8.065490087349327e-09,0
75,0.3646987149177387,0.26469891297233883,0.9168368863569577,-0.1249576011713098,8.065490087349327e-09,0
76,0.5921615308747477,0.26469891297233883,1.1591726272442597,-0.5877635314354183,8.065490087349327e-09,0
77,0.7058929388532524,0.6591178230304601,1.0380047568006092,-0.1249576011713098,8.065490087349327e-09,0
78,0.4215644189069908,0.3961718829917127,0.18982966369505264,-0.35636056630336405,8.065490087349327e-09,0
79,-0.14709262098553239,-0.26119296710515594,-0.17367394763589988,-1.0505694616995256,8.065490087349327e-09,0
80,0.02350449098222448,-0.12971999708578208,-0.4160096885232019,-1.5133753919636341,8.065490087349327e-09,0
81,-0.033361213007027636,-0.26119296710515594,-0.4160096885232019,-1.5133753919636341,8.065490087349327e-09,0
82,0.08037019497147685,0.0017529729335914565,-0.0525060771922494,-0.8191664965674714,8.065490087349327e-09,0
83,0.7627586428425046,0.5276448530110865,0.18982966369505264,-0.8191664965674714,8.065490087349327e-09,0
84,0.4215644189069908,0.3961718829917127,-0.5371775589668524,-0.1249576011713098,8.065490087349327e-09,0
85,0.4215644189069908,0.5276448530110865,0.18982966369505264,0.800654259356906,8.065490087349327e-09,0
86,0.5352958268854956,0.3961718829917127,1.0380047568006092,0.10644536396074443,8.065490087349327e-09,0
87,0.3646987149177387,0.1332259429529653,0.5533332750260052,-1.7447783570956883,8.065490087349327e-09,0
88,0.19410160294998136,0.1332259429529653,-0.29484181807955145,-0.1249576011713098,8.065490087349327e-09,0
89,0.1372358989607292,0.1332259429529653,-0.4160096885232019,-1.28197242683158,8.065490087349327e-09,0
90,0.3646987149177387,0.0017529729335914565,-0.4160096885232019,-1.0505694616995256,8.065490087349327e-09,0
91,0.4784301228962429,0.26469891297233883,0.3109975341387031,-0.1249576011713098,8.065490087349327e-09,0
92,0.1372358989607292,0.0017529729335914565,-0.0525060771922494,-1.0505694616995256,8.065490087349327e-09,0
93,-0.2608240289640371,-0.26119296710515594,-1.0218490407414564,-1.7447783570956883,8.065490087349327e-09,0
94,0.25096730693923397,0.1332259429529653,-0.29484181807955145,-0.8191664965674714,8.065490087349327e-09,0
95,0.25096730693923397,0.0017529729335914565,-0.17367394763589988,-0.1249576011713098,8.065490087349327e-09,0
96,0.25096730693923397,0.1332259429529653,-0.17367394763589988,-0.35636056630336405,8.065490087349327e-09,0
97,0.3078330109284861,0.1332259429529653,0.4321654045823547,-0.35636056630336405,8.065490087349327e-09,0
98,-0.431421140931794,-0.12971999708578208,-0.900681170297806,-1.28197242683158,8.065490087349327e-09,0
99,0.19410160294998136,0.1332259429529653,-0.17367394763589988,-0.5877635314354183,8.065490087349327e-09,0
100,1.2745499787457757,1.71090158318545,0.5533332750260052,0.5692512942248519,8.065490087349327e-09,0
101,0.7627586428425046,0.9220637630692075,-0.0525060771922494,-0.8191664965674714,8.065490087349327e-09,0
102,1.2176842747565235,1.1850097031079552,1.5226762385752122,-0.1249576011713098,8.065490087349327e-09,0
103,1.0470871627887661,0.7905907930498339,0.5533332750260052,-0.35636056630336405,8.065490087349327e-09,0
104,1.160818570767271,1.316482673127329,0.7956690159133072,-0.1249576011713098,8.065490087349327e-09,0
105,1.6157442026812894,1.1850097031079552,2.1285155907934667,-0.1249576011713098,8.065490087349327e-09,2
106,0.4215644189069908,0.6591178230304601,-1.143016911185107,-1.28197242683158,8.065490087349327e-09,0
107,1.4451470907135324,0.7905907930498339,1.7650119794625143,-0.35636056630336405,8.065490087349327e-09,0
108,1.160818570767271,0.7905907930498339,1.0380047568006092,-1.28197242683158,8.065490087349327e-09,0
109,1.3314156827350279,1.71090158318545,1.6438441090188638,1.2634601896210145,8.065490087349327e-09,2
110,0.7627586428425046,1.0535367330885812,0.7956690159133072,0.33784832909279866,8.065490087349327e-09,0
111,0.8764900508210093,0.9220637630692075,0.6745011454696567,-0.8191664965674714,8.065490087349327e-09,0
112,0.9902214587995141,1.1850097031079552,1.1591726272442597,-0.1249576011713098,8.065490087349327e-09,0
113,0.7058929388532524,1.0535367330885812,-0.17367394763589988,-1.28197242683158,8.065490087349327e-09,0
114,0.7627586428425046,1.579428613166076,-0.0525060771922494,-0.5877635314354183,8.065490087349327e-09,0
115,0.8764900508210093,1.4479556431467022,0.6745011454696567,0.33784832909279866,8.065490087349327e-09,0
116,0.9902214587995141,0.7905907930498339,0.7956690159133072,-0.1249576011713098,8.065490087349327e-09,0
117,1.672609906670542,1.316482673127329,2.2496834612371184,1.726266119885122,8.065490087349327e-09,2
118,1.7863413146490468,1.4479556431467022,2.2496834612371184,-1.0505694616995256,8.065490087349327e-09,0
119,0.7058929388532524,0.3961718829917127,0.18982966369505264,-1.9761813222277416,8.065490087349327e-09,0
120,1.1039528667780187,1.4479556431467022,1.2803404976879114,0.33784832909279866,8.065490087349327e-09,2
121,0.6490272348640003,1.0535367330885812,-0.29484181807955145,-0.5877635314354183,8.065490087349327e-09,0
122,1.672609906670542,1.0535367330885812,2.2496834612371184,-0.5877635314354183,8.065490087349327e-09,2
123,0.6490272348640003,0.7905907930498339,0.5533332750260052,-0.8191664965674714,8.065490087349327e-09,0
124,1.1039528667780187,1.1850097031079552,1.0380047568006092,0.5692512942248519,8.065490087349327e-09,0
125,1.2745499787457757,0.7905907930498339,1.6438441090188638,0.33784832909279866,8.065490087349327e-09,2
