,algorithm,params,groups,calinski_harabaz_score,silhouette_score
1,K-Means,K = 2,2,2309.9218375570927,0.8059021107778142
2,K-Means,K = 3,3,2787.068224832658,0.7645007578273296
3,K-Means,K = 4,4,2506.9046259833076,0.7624741934924761
4,K-Means,K = 5,5,2353.602462050764,0.6718727328216012
5,K-Means,K = 6,6,2194.642981838317,0.6722886080839017
6,K-Means,K = 7,7,2088.2623011540227,0.4539583385381483
7,K-Means,K = 8,8,1922.6919151582124,0.45443081878672387
8,K-Means,K = 9,9,1876.940099920436,0.4462128995141427
9,MeanShift,Default,6,891.4684020976879,0.6298097461068171
10,DBSCAN,Default,2,1411.8351865460725,0.8536415914342339
11,AffinityPropagation,Default,220,803.4864431756739,0.18510294748857645
12,Birch,K = 2,2,1820.9984381705606,0.8660417645706486
13,Birch,K = 3,3,1207.9903613845688,0.8577391473798758
14,Birch,K = 4,4,971.7910911870981,0.8154043209066727
15,Birch,K = 5,5,770.6992704912443,0.791277633990752
16,Birch,K = 6,6,641.1912249901665,0.7915452556772724
17,Birch,K = 7,7,545.0259805013043,0.791571149658353
18,Birch,K = 8,8,476.1629898129747,0.7908939929159664
19,Birch,K = 9,9,425.14375174014367,0.7672039008376443
20,AgglomerativeClustering,affinity = euclidean linkage = ward k = 2,2,1855.9535943574904,0.7510895848552409
21,AgglomerativeClustering,affinity = euclidean linkage = complete k = 2,2,369.09186341721494,0.9363149685604165
22,AgglomerativeClustering,affinity = euclidean linkage = average k = 2,2,369.09186341721494,0.9363149685604165
23,AgglomerativeClustering,affinity = l1 linkage = complete k = 2,2,369.09186341721494,0.9363149685604165
24,AgglomerativeClustering,affinity = l1 linkage = average k = 2,2,369.09186341721494,0.9363149685604165
25,AgglomerativeClustering,affinity = l2 linkage = complete k = 2,2,369.09186341721494,0.9363149685604165
26,AgglomerativeClustering,affinity = l2 linkage = average k = 2,2,369.09186341721494,0.9363149685604165
27,AgglomerativeClustering,affinity = manhattan linkage = complete k = 2,2,369.09186341721494,0.9363149685604165
28,AgglomerativeClustering,affinity = manhattan linkage = average k = 2,2,369.09186341721494,0.9363149685604165
29,AgglomerativeClustering,affinity = cosine linkage = complete k = 2,2,0.38701504422839156,-0.08225835112023357
30,AgglomerativeClustering,affinity = cosine linkage = average k = 2,2,0.4037016694214744,-0.09710191082814335
31,AgglomerativeClustering,affinity = euclidean linkage = ward k = 3,3,2513.5512029647366,0.7368684640626462
32,AgglomerativeClustering,affinity = euclidean linkage = complete k = 3,3,1210.96244191103,0.8526974296304132
33,AgglomerativeClustering,affinity = euclidean linkage = average k = 3,3,1137.6108534973732,0.8791441284237402
34,AgglomerativeClustering,affinity = l1 linkage = complete k = 3,3,921.3910734994826,0.8922756088695994
35,AgglomerativeClustering,affinity = l1 linkage = average k = 3,3,1137.6108534973732,0.8791441284237402
36,AgglomerativeClustering,affinity = l2 linkage = complete k = 3,3,1210.96244191103,0.8526974296304132
37,AgglomerativeClustering,affinity = l2 linkage = average k = 3,3,1137.6108534973732,0.8791441284237402
38,AgglomerativeClustering,affinity = manhattan linkage = complete k = 3,3,921.3910734994826,0.8922756088695994
39,AgglomerativeClustering,affinity = manhattan linkage = average k = 3,3,1137.6108534973732,0.8791441284237402
40,AgglomerativeClustering,affinity = cosine linkage = complete k = 3,3,0.39001059679352,-0.11216541704422084
