,algorithm,params,groups,calinski_harabaz_score,silhouette_score
1,K-Means,K = 2,2,256.0671188085664,0.32441143527452404
2,K-Means,K = 3,3,183.41419669550837,0.20725283360957056
3,K-Means,K = 4,4,153.96990833685786,0.20648194888708113
4,K-Means,K = 5,5,142.24706092055405,0.20560220859859013
5,K-Means,K = 6,6,131.2275168169409,0.2031632851770377
6,K-Means,K = 7,7,121.88965499357558,0.20533966342216733
7,K-Means,K = 8,8,117.37411830206405,0.2017257743532607
8,K-Means,K = 9,9,111.32459115767517,0.19442579166157095
9,MeanShift,Default,7,29.976672224547453,0.23554142965695984
10,DBSCAN,Default,1,ERROR,ERROR
11,AffinityPropagation,Default,35,57.549313338042936,0.15068592091758307
12,Birch,K = 2,2,212.61567723856854,0.2907811760427144
13,Birch,K = 3,3,145.40499610480367,0.25014137197266284
14,Birch,K = 4,4,125.91706726875925,0.22762524200115272
15,Birch,K = 5,5,119.543746149093,0.1775043222127765
16,Birch,K = 6,6,114.01750116894937,0.16486051097920038
17,Birch,K = 7,7,106.60935507998958,0.16203860146093688
18,Birch,K = 8,8,99.14447876651624,0.15156191159295893
19,Birch,K = 9,9,94.15859460650518,0.14972943905251182
20,AgglomerativeClustering,affinity = euclidean linkage = ward k = 2,2,212.60309389071898,0.2842296506080778
21,AgglomerativeClustering,affinity = euclidean linkage = complete k = 2,2,88.69037307969568,0.4172777138890745
22,AgglomerativeClustering,affinity = euclidean linkage = average k = 2,2,39.671882895491215,0.5159643027991787
23,AgglomerativeClustering,affinity = l1 linkage = complete k = 2,2,193.65112338719388,0.25870928863900233
24,AgglomerativeClustering,affinity = l1 linkage = average k = 2,2,41.96421608251524,0.5222587477275561
25,AgglomerativeClustering,affinity = l2 linkage = complete k = 2,2,88.69037307969568,0.4172777138890745
26,AgglomerativeClustering,affinity = l2 linkage = average k = 2,2,39.671882895491215,0.5159643027991787
27,AgglomerativeClustering,affinity = manhattan linkage = complete k = 2,2,193.65112338719388,0.25870928863900233
28,AgglomerativeClustering,affinity = manhattan linkage = average k = 2,2,41.96421608251524,0.5222587477275561
29,AgglomerativeClustering,affinity = cosine linkage = complete k = 2,2,25.688539290410997,0.05137831964304188
30,AgglomerativeClustering,affinity = cosine linkage = average k = 2,2,6.275597048291902,0.4087220815276481
31,AgglomerativeClustering,affinity = euclidean linkage = ward k = 3,3,146.74572037224632,0.25126555992377475
32,AgglomerativeClustering,affinity = euclidean linkage = complete k = 3,3,52.39418751250561,0.37649678551830495
33,AgglomerativeClustering,affinity = euclidean linkage = average k = 3,3,24.07202153782427,0.4710755787595889
34,AgglomerativeClustering,affinity = l1 linkage = complete k = 3,3,133.2782473010847,0.22646572911360352
35,AgglomerativeClustering,affinity = l1 linkage = average k = 3,3,24.286496711526418,0.49312353032955264
36,AgglomerativeClustering,affinity = l2 linkage = complete k = 3,3,52.39418751250561,0.37649678551830495
37,AgglomerativeClustering,affinity = l2 linkage = average k = 3,3,24.07202153782427,0.4710755787595889
