,algorithm,params,groups,calinski_harabaz_score,silhouette_score
1,K-Means,K = 2,2,35.56373120654416,0.18584388991893763
2,K-Means,K = 3,3,35.64962697657421,0.1817217715863337
3,K-Means,K = 4,4,35.348012546204394,0.16042910193728915
4,K-Means,K = 5,5,33.777250224229235,0.14689398177483412
5,K-Means,K = 6,6,32.45940132804278,0.1562442790492454
6,K-Means,K = 7,7,31.418797512816447,0.16057787480950633
7,K-Means,K = 8,8,30.459992152392974,0.14690669897888037
8,K-Means,K = 9,9,30.25588869436789,0.14550992051833805
9,MeanShift,Default,13,6.718583256775765,0.14921198113206663
10,DBSCAN,Default,1,ERROR,ERROR
11,AffinityPropagation,Default,44,14.843699519702293,0.07918307743480905
12,Birch,K = 2,2,28.598285048660056,0.16879040378587867
13,Birch,K = 3,3,27.596189632101826,0.12394960592716961
14,Birch,K = 4,4,27.646119509694476,0.12298759883378121
15,Birch,K = 5,5,26.57045117489423,0.11603911065763212
16,Birch,K = 6,6,26.006526334982453,0.11391043847131849
17,Birch,K = 7,7,25.647924713071937,0.1133262136440583
18,Birch,K = 8,8,25.51602228550996,0.11370738374347314
19,Birch,K = 9,9,25.491747506934583,0.12446331556780876
20,AgglomerativeClustering,affinity = euclidean linkage = ward k = 2,2,28.598285048660056,0.16879040378587867
21,AgglomerativeClustering,affinity = euclidean linkage = complete k = 2,2,22.08467065714787,0.0959401286085074
22,AgglomerativeClustering,affinity = euclidean linkage = average k = 2,2,5.056640335088213,0.4451509098812735
23,AgglomerativeClustering,affinity = l1 linkage = complete k = 2,2,9.981582450213024,0.23224381793804155
24,AgglomerativeClustering,affinity = l1 linkage = average k = 2,2,5.056640335088213,0.4451509098812735
25,AgglomerativeClustering,affinity = l2 linkage = complete k = 2,2,22.08467065714787,0.0959401286085074
26,AgglomerativeClustering,affinity = l2 linkage = average k = 2,2,5.056640335088213,0.4451509098812735
27,AgglomerativeClustering,affinity = manhattan linkage = complete k = 2,2,9.981582450213024,0.23224381793804155
28,AgglomerativeClustering,affinity = manhattan linkage = average k = 2,2,5.056640335088213,0.4451509098812735
29,AgglomerativeClustering,affinity = cosine linkage = complete k = 2,2,12.971681599537536,0.023092509986591656
30,AgglomerativeClustering,affinity = cosine linkage = average k = 2,2,8.806815198029174,0.12543640208726206
31,AgglomerativeClustering,affinity = euclidean linkage = ward k = 3,3,27.596189632101826,0.12394960592716961
32,AgglomerativeClustering,affinity = euclidean linkage = complete k = 3,3,19.645639671330507,0.09116747484772
33,AgglomerativeClustering,affinity = euclidean linkage = average k = 3,3,5.935454358470519,0.3761326292604304
34,AgglomerativeClustering,affinity = l1 linkage = complete k = 3,3,15.36643549393112,0.08885235135772811
35,AgglomerativeClustering,affinity = l1 linkage = average k = 3,3,4.155519152047012,0.3318310595512362
36,AgglomerativeClustering,affinity = l2 linkage = complete k = 3,3,19.645639671330507,0.09116747484772
37,AgglomerativeClustering,affinity = l2 linkage = average k = 3,3,5.935454358470519,0.3761326292604304
38,AgglomerativeClustering,affinity = manhattan linkage = complete k = 3,3,15.36643549393112,0.08885235135772811
39,AgglomerativeClustering,affinity = manhattan linkage = average k = 3,3,4.155519152047012,0.3318310595512362
40,AgglomerativeClustering,affinity = cosine linkage = complete k = 3,3,13.617468971933016,0.01782638536488192
41,AgglomerativeClustering,affinity = cosine linkage = average k = 3,3,11.399432075346636,0.03176071457885379
42,AgglomerativeClustering,affinity = euclidean linkage = ward k = 4,4,27.646119509694476,0.12298759883378121
43,AgglomerativeClustering,affinity = euclidean linkage = complete k = 4,4,21.86323954102365,0.10750228516582301
44,AgglomerativeClustering,affinity = euclidean linkage = average k = 4,4,7.765439368219663,0.3453024790428671
45,AgglomerativeClustering,affinity = l1 linkage = complete k = 4,4,16.560433236859765,0.09559453299399406
46,AgglomerativeClustering,affinity = l1 linkage = average k = 4,4,4.494648625118764,0.31110932533180197
47,AgglomerativeClustering,affinity = l2 linkage = complete k = 4,4,21.86323954102365,0.10750228516582301
48,AgglomerativeClustering,affinity = l2 linkage = average k = 4,4,7.765439368219663,0.3453024790428671
49,AgglomerativeClustering,affinity = manhattan linkage = complete k = 4,4,16.560433236859765,0.09559453299399406
50,AgglomerativeClustering,affinity = manhattan linkage = average k = 4,4,4.494648625118764,0.31110932533180197
51,AgglomerativeClustering,affinity = cosine linkage = complete k = 4,4,13.692069906635558,-0.008906272175418967
52,AgglomerativeClustering,affinity = cosine linkage = average k = 4,4,17.65081719597358,0.053700906781140784
53,AgglomerativeClustering,affinity = euclidean linkage = ward k = 5,5,26.57045117489423,0.11603911065763212
54,AgglomerativeClustering,affinity = euclidean linkage = complete k = 5,5,19.232672805122718,0.11318136472261892
55,AgglomerativeClustering,affinity = euclidean linkage = average k = 5,5,7.500242884303408,0.3175598433308251
56,AgglomerativeClustering,affinity = l1 linkage = complete k = 5,5,15.03057482459643,0.09811792838780843
57,AgglomerativeClustering,affinity = l1 linkage = average k = 5,5,4.536038841456114,0.29429283277879714
58,AgglomerativeClustering,affinity = l2 linkage = complete k = 5,5,19.232672805122718,0.11318136472261892
59,AgglomerativeClustering,affinity = l2 linkage = average k = 5,5,7.500242884303408,0.3175598433308251
60,AgglomerativeClustering,affinity = manhattan linkage = complete k = 5,5,15.03057482459643,0.09811792838780843
61,AgglomerativeClustering,affinity = manhattan linkage = average k = 5,5,4.536038841456114,0.29429283277879714
62,AgglomerativeClustering,affinity = cosine linkage = complete k = 5,5,15.82114585475279,0.010724338786895674
63,AgglomerativeClustering,affinity = cosine linkage = average k = 5,5,19.444577155070053,0.06389174195142765
64,AgglomerativeClustering,affinity = euclidean linkage = ward k = 6,6,26.006526334982453,0.11391043847131849
65,AgglomerativeClustering,affinity = euclidean linkage = complete k = 6,6,17.500905238323707,0.11665395737471995
66,AgglomerativeClustering,affinity = euclidean linkage = average k = 6,6,7.648969470751212,0.2988965977414065
67,AgglomerativeClustering,affinity = l1 linkage = complete k = 6,6,14.343728720672019,0.09413513631948828
68,AgglomerativeClustering,affinity = l1 linkage = average k = 6,6,3.9779188649234123,0.2742001517498877
69,AgglomerativeClustering,affinity = l2 linkage = complete k = 6,6,17.500905238323707,0.11665395737471995
70,AgglomerativeClustering,affinity = l2 linkage = average k = 6,6,7.648969470751212,0.2988965977414065
71,AgglomerativeClustering,affinity = manhattan linkage = complete k = 6,6,14.343728720672019,0.09413513631948828
72,AgglomerativeClustering,affinity = manhattan linkage = average k = 6,6,3.9779188649234123,0.2742001517498877
73,AgglomerativeClustering,affinity = cosine linkage = complete k = 6,6,15.66488497247359,0.001980948121285231
74,AgglomerativeClustering,affinity = cosine linkage = average k = 6,6,17.937097477722464,0.05172453161674093
75,AgglomerativeClustering,affinity = euclidean linkage = ward k = 7,7,25.647924713071937,0.1133262136440583
76,AgglomerativeClustering,affinity = euclidean linkage = complete k = 7,7,16.209767218785785,0.11366005600064924
77,AgglomerativeClustering,affinity = euclidean linkage = average k = 7,7,6.989705172599876,0.2767513882147866
78,AgglomerativeClustering,affinity = l1 linkage = complete k = 7,7,16.309505299410656,0.09722333047456662
79,AgglomerativeClustering,affinity = l1 linkage = average k = 7,7,4.111196566049961,0.26490921511572724
80,AgglomerativeClustering,affinity = l2 linkage = complete k = 7,7,16.209767218785785,0.11366005600064924
81,AgglomerativeClustering,affinity = l2 linkage = average k = 7,7,6.989705172599876,0.2767513882147866
82,AgglomerativeClustering,affinity = manhattan linkage = complete k = 7,7,16.309505299410656,0.09722333047456662
83,AgglomerativeClustering,affinity = manhattan linkage = average k = 7,7,4.111196566049961,0.26490921511572724
84,AgglomerativeClustering,affinity = cosine linkage = complete k = 7,7,16.050414566284157,0.013804942187481566
85,AgglomerativeClustering,affinity = cosine linkage = average k = 7,7,19.851145238319265,0.06558933136899389
86,AgglomerativeClustering,affinity = euclidean linkage = ward k = 8,8,25.51602228550996,0.11370738374347314
87,AgglomerativeClustering,affinity = euclidean linkage = complete k = 8,8,16.808693601149663,0.11753531621720602
88,AgglomerativeClustering,affinity = euclidean linkage = average k = 8,8,7.055288103635571,0.23917670715879777
89,AgglomerativeClustering,affinity = l1 linkage = complete k = 8,8,17.635646177609008,0.10670212840494013
90,AgglomerativeClustering,affinity = l1 linkage = average k = 8,8,3.830359251588205,0.1849629006220382
91,AgglomerativeClustering,affinity = l2 linkage = complete k = 8,8,16.808693601149663,0.11753531621720602
92,AgglomerativeClustering,affinity = l2 linkage = average k = 8,8,7.055288103635571,0.23917670715879777
