,algorithm,params,groups,calinski_harabaz_score,silhouette_score
1,K-Means,K = 2,2,329.0176846899568,0.35327883211641636
2,K-Means,K = 3,3,259.9046592269071,0.2538344169986574
3,K-Means,K = 4,4,205.39573423294598,0.21804135675079073
4,K-Means,K = 5,5,178.6730173268045,0.19500733180001878
5,K-Means,K = 6,6,159.72859349236225,0.177228463022877
6,K-Means,K = 7,7,148.68101174654808,0.17695871067500002
7,K-Means,K = 8,8,140.27086811921845,0.17676721155737107
8,K-Means,K = 9,9,132.14974139761145,0.17432734106404496
9,MeanShift,Default,4,61.55750235727773,0.21644240960817815
10,DBSCAN,Default,2,46.73619233381206,0.2922635200120966
11,AffinityPropagation,Default,34,69.2847447995851,0.15674914690167063
12,Birch,K = 2,2,288.941610287868,0.3059661548412857
13,Birch,K = 3,3,203.22882633079183,0.23491021802721715
14,Birch,K = 4,4,170.01226660114443,0.16050596278781154
15,Birch,K = 5,5,138.33457728602255,0.15041982422093847
16,Birch,K = 6,6,124.87074929455284,0.1359558725712864
17,Birch,K = 7,7,110.98330363688446,0.1326110579940871
18,Birch,K = 8,8,98.19528211237419,0.1311017228873507
19,Birch,K = 9,9,93.6654103715113,0.1097198834990153
20,AgglomerativeClustering,affinity = euclidean linkage = ward k = 2,2,270.3009926675839,0.29024078768960404
21,AgglomerativeClustering,affinity = euclidean linkage = complete k = 2,2,121.01734573586972,0.29966851656329213
22,AgglomerativeClustering,affinity = euclidean linkage = average k = 2,2,8.13318637190997,0.4292138051022318
23,AgglomerativeClustering,affinity = l1 linkage = complete k = 2,2,296.3252763625654,0.32320030067907773
24,AgglomerativeClustering,affinity = l1 linkage = average k = 2,2,153.01923789632318,0.36679453589756067
25,AgglomerativeClustering,affinity = l2 linkage = complete k = 2,2,121.01734573586972,0.29966851656329213
26,AgglomerativeClustering,affinity = l2 linkage = average k = 2,2,8.13318637190997,0.4292138051022318
27,AgglomerativeClustering,affinity = manhattan linkage = complete k = 2,2,296.3252763625654,0.32320030067907773
28,AgglomerativeClustering,affinity = manhattan linkage = average k = 2,2,153.01923789632318,0.36679453589756067
29,AgglomerativeClustering,affinity = cosine linkage = complete k = 2,2,52.1725582164773,0.09956126303195156
30,AgglomerativeClustering,affinity = cosine linkage = average k = 2,2,26.59597595307834,0.40850193998229767
31,AgglomerativeClustering,affinity = euclidean linkage = ward k = 3,3,233.7963570918087,0.2336406883440033
32,AgglomerativeClustering,affinity = euclidean linkage = complete k = 3,3,181.40476115608752,0.21390432743201176
33,AgglomerativeClustering,affinity = euclidean linkage = average k = 3,3,84.60098930951152,0.36583723238607824
34,AgglomerativeClustering,affinity = l1 linkage = complete k = 3,3,177.6962422779481,0.2624155994544118
35,AgglomerativeClustering,affinity = l1 linkage = average k = 3,3,79.03387963143024,0.35149205873757605
36,AgglomerativeClustering,affinity = l2 linkage = complete k = 3,3,181.40476115608752,0.21390432743201176
37,AgglomerativeClustering,affinity = l2 linkage = average k = 3,3,84.60098930951152,0.36583723238607824
38,AgglomerativeClustering,affinity = manhattan linkage = complete k = 3,3,177.6962422779481,0.2624155994544118
39,AgglomerativeClustering,affinity = manhattan linkage = average k = 3,3,79.03387963143024,0.35149205873757605
40,AgglomerativeClustering,affinity = cosine linkage = complete k = 3,3,33.3907479642206,0.07891088609707589
41,AgglomerativeClustering,affinity = cosine linkage = average k = 3,3,16.7793760174009,0.3873563720117267
42,AgglomerativeClustering,affinity = euclidean linkage = ward k = 4,4,177.08265953404825,0.1874389004102478
43,AgglomerativeClustering,affinity = euclidean linkage = complete k = 4,4,137.56256584144245,0.20789800395499827
44,AgglomerativeClustering,affinity = euclidean linkage = average k = 4,4,57.2105499356668,0.3191022751985738
45,AgglomerativeClustering,affinity = l1 linkage = complete k = 4,4,137.35454310180145,0.24225818071997327
46,AgglomerativeClustering,affinity = l1 linkage = average k = 4,4,54.512044797710686,0.31100437306448486
47,AgglomerativeClustering,affinity = l2 linkage = complete k = 4,4,137.56256584144245,0.20789800395499827
48,AgglomerativeClustering,affinity = l2 linkage = average k = 4,4,57.2105499356668,0.3191022751985738
49,AgglomerativeClustering,affinity = manhattan linkage = complete k = 4,4,137.35454310180145,0.24225818071997327
50,AgglomerativeClustering,affinity = manhattan linkage = average k = 4,4,54.512044797710686,0.31100437306448486
51,AgglomerativeClustering,affinity = cosine linkage = complete k = 4,4,57.116707268383706,0.08822416445392067
52,AgglomerativeClustering,affinity = cosine linkage = average k = 4,4,12.484017880088077,0.298492630448959
53,AgglomerativeClustering,affinity = euclidean linkage = ward k = 5,5,149.31054697716232,0.1842827874136356
54,AgglomerativeClustering,affinity = euclidean linkage = complete k = 5,5,123.78002563881526,0.14742229588014205
55,AgglomerativeClustering,affinity = euclidean linkage = average k = 5,5,44.16890714277197,0.3004091777195315
56,AgglomerativeClustering,affinity = l1 linkage = complete k = 5,5,134.08246524737558,0.14898264111018103
57,AgglomerativeClustering,affinity = l1 linkage = average k = 5,5,42.184505218531704,0.2925093347044457
58,AgglomerativeClustering,affinity = l2 linkage = complete k = 5,5,123.78002563881526,0.14742229588014205
59,AgglomerativeClustering,affinity = l2 linkage = average k = 5,5,44.16890714277197,0.3004091777195315
60,AgglomerativeClustering,affinity = manhattan linkage = complete k = 5,5,134.08246524737558,0.14898264111018103
61,AgglomerativeClustering,affinity = manhattan linkage = average k = 5,5,42.184505218531704,0.2925093347044457
62,AgglomerativeClustering,affinity = cosine linkage = complete k = 5,5,46.26311886109057,0.07278800326463009
63,AgglomerativeClustering,affinity = cosine linkage = average k = 5,5,9.773627561952518,0.29775113512815987
64,AgglomerativeClustering,affinity = euclidean linkage = ward k = 6,6,134.17175208484315,0.12476974457467799
65,AgglomerativeClustering,affinity = euclidean linkage = complete k = 6,6,107.9437636703585,0.13220418257199018
66,AgglomerativeClustering,affinity = euclidean linkage = average k = 6,6,35.774228456917086,0.2608491855620612
67,AgglomerativeClustering,affinity = l1 linkage = complete k = 6,6,118.08355313031694,0.11546766312387814
68,AgglomerativeClustering,affinity = l1 linkage = average k = 6,6,35.551958001440646,0.2732718583811671
69,AgglomerativeClustering,affinity = l2 linkage = complete k = 6,6,107.9437636703585,0.13220418257199018
70,AgglomerativeClustering,affinity = l2 linkage = average k = 6,6,35.774228456917086,0.2608491855620612
71,AgglomerativeClustering,affinity = manhattan linkage = complete k = 6,6,118.08355313031694,0.11546766312387814
72,AgglomerativeClustering,affinity = manhattan linkage = average k = 6,6,35.551958001440646,0.2732718583811671
73,AgglomerativeClustering,affinity = cosine linkage = complete k = 6,6,50.76289076973595,0.058575212175192716
