,eval,petal.length,petal.width,sepal.length,sepal.width,variety,Labels
0,-1.0134234194194358,-1.3402265266227629,-1.3154442950077407,-0.900681170297806,1.0190043519716079,8.065490087349327e-09,0
1,-1.0134234194194358,-1.3402265266227629,-1.3154442950077407,-1.143016911185107,-0.13197947932162482,8.065490087349327e-09,0
2,-1.0134234194194358,-1.3970639535363658,-1.3154442950077407,-1.385352652072409,0.3284140531956687,8.065490087349327e-09,0
3,-1.0134234194194358,-1.2833890997091595,-1.3154442950077407,-1.5065205225160605,0.09821728693702193,8.065490087349327e-09,0
4,-1.0134234194194358,-1.3402265266227629,-1.3154442950077407,-1.0218490407414564,1.2492011182302547,8.065490087349327e-09,0
5,-1.0134234194194358,-1.1697142458819534,-1.052179926427139,-0.5371775589668524,1.9397914170061938,8.065490087349327e-09,0
6,-1.0134234194194358,-1.3402265266227629,-1.1838121107174397,-1.5065205225160605,0.7888075857129612,8.065490087349327e-09,0
7,-1.0134234194194358,-1.2833890997091595,-1.3154442950077407,-1.0218490407414564,0.7888075857129612,8.065490087349327e-09,0
8,-1.0134234194194358,-1.3402265266227629,-1.3154442950077407,-1.7488562634033615,-0.36217624558027156,8.065490087349327e-09,0
9,-1.0134234194194358,-1.2833890997091595,-1.4470764792980415,-1.143016911185107,0.09821728693702193,8.065490087349327e-09,0
10,-1.0134234194194358,-1.2833890997091595,-1.3154442950077407,-0.5371775589668524,1.4793978844889013,8.065490087349327e-09,0
11,-1.0134234194194358,-1.2265516727955563,-1.3154442950077407,-1.2641847816287586,0.7888075857129612,8.065490087349327e-09,0
12,-1.0134234194194358,-1.3402265266227629,-1.4470764792980415,-1.2641847816287586,-0.13197947932162482,8.065490087349327e-09,0
13,-1.0134234194194358,-1.5107388073635721,-1.4470764792980415,-1.8700241338470132,-0.13197947932162482,8.065490087349327e-09,0
14,-1.0134234194194358,-1.4539013804499692,-1.3154442950077407,-0.0525060771922494,2.1699881832648407,8.065490087349327e-09,0
15,-1.0134234194194358,-1.2833890997091595,-1.052179926427139,-0.17367394763589988,3.0907752482994275,8.065490087349327e-09,0
16,-1.0134234194194358,-1.3970639535363658,-1.052179926427139,-0.5371775589668524,1.9397914170061938,8.065490087349327e-09,0
17,-1.0134234194194358,-1.3402265266227629,-1.1838121107174397,-0.900681170297806,1.0190043519716079,8.065490087349327e-09,0
18,-1.0134234194194358,-1.1697142458819534,-1.1838121107174397,-0.17367394763589988,1.709594650747547,8.065490087349327e-09,0
19,-1.0134234194194358,-1.2833890997091595,-1.1838121107174397,-0.900681170297806,1.709594650747547,8.065490087349327e-09,0
20,-1.0134234194194358,-1.1697142458819534,-1.3154442950077407,-0.5371775589668524,0.7888075857129612,8.065490087349327e-09,0
21,-1.0134234194194358,-1.2833890997091595,-1.052179926427139,-0.900681170297806,1.4793978844889013,8.065490087349327e-09,0
22,-1.0134234194194358,-1.5675762342771753,-1.3154442950077407,-1.5065205225160605,1.2492011182302547,8.065490087349327e-09,0
23,-1.0134234194194358,-1.1697142458819534,-0.920547742136838,-0.900681170297806,0.5586108194543143,8.065490087349327e-09,0
24,-1.0134234194194358,-1.056039392054747,-1.3154442950077407,-1.2641847816287586,0.7888075857129612,8.065490087349327e-09,0
25,-1.0134234194194358,-1.2265516727955563,-1.3154442950077407,-1.0218490407414564,-0.13197947932162482,8.065490087349327e-09,0
26,-1.0134234194194358,-1.2265516727955563,-1.052179926427139,-1.0218490407414564,0.7888075857129612,8.065490087349327e-09,0
27,-1.0134234194194358,-1.2833890997091595,-1.3154442950077407,-0.7795132998541544,1.0190043519716079,8.065490087349327e-09,0
28,-1.0134234194194358,-1.3402265266227629,-1.3154442950077407,-0.7795132998541544,0.7888075857129612,8.065490087349327e-09,0
29,-1.0134234194194358,-1.2265516727955563,-1.3154442950077407,-1.385352652072409,0.3284140531956687,8.065490087349327e-09,0
30,-1.0134234194194358,-1.2265516727955563,-1.3154442950077407,-1.2641847816287586,0.09821728693702193,8.065490087349327e-09,0
31,-1.0134234194194358,-1.2833890997091595,-1.052179926427139,-0.5371775589668524,0.7888075857129612,8.065490087349327e-09,0
32,-1.0134234194194358,-1.2833890997091595,-1.4470764792980415,-0.7795132998541544,2.4001849495234864,8.065490087349327e-09,0
33,-1.0134234194194358,-1.3402265266227629,-1.3154442950077407,-0.4160096885232019,2.630381715782134,8.065490087349327e-09,0
34,-1.0134234194194358,-1.2833890997091595,-1.3154442950077407,-1.143016911185107,0.09821728693702193,8.065490087349327e-09,0
35,-1.0134234194194358,-1.4539013804499692,-1.3154442950077407,-1.0218490407414564,0.3284140531956687,8.065490087349327e-09,0
36,-1.0134234194194358,-1.3970639535363658,-1.3154442950077407,-0.4160096885232019,1.0190043519716079,8.065490087349327e-09,0
37,-1.0134234194194358,-1.3402265266227629,-1.4470764792980415,-1.143016911185107,1.2492011182302547,8.065490087349327e-09,0
38,-1.0134234194194358,-1.3970639535363658,-1.3154442950077407,-1.7488562634033615,-0.13197947932162482,8.065490087349327e-09,0
39,-1.0134234194194358,-1.2833890997091595,-1.3154442950077407,-0.900681170297806,0.7888075857129612,8.065490087349327e-09,0
40,-1.0134234194194358,-1.3970639535363658,-1.1838121107174397,-1.0218490407414564,1.0190043519716079,8.065490087349327e-09,0
41,-1.0134234194194358,-1.3970639535363658,-1.1838121107174397,-1.627688392959711,-1.743356843132151,8.065490087349327e-09,0
42,-1.0134234194194358,-1.3970639535363658,-1.3154442950077407,-1.7488562634033615,0.3284140531956687,8.065490087349327e-09,0
