,algorithm,params,groups,calinski_harabaz_score,silhouette_score
1,K-Means,K = 2,2,126.69502215379994,0.7586776098824207
2,K-Means,K = 3,3,135.13062264818717,0.45450335502946
3,K-Means,K = 4,4,151.7523671666272,0.4788980065301782
4,K-Means,K = 5,5,161.62558389019492,0.5034739411474414
5,K-Means,K = 6,6,156.73665421162485,0.5137407136205319
6,K-Means,K = 7,7,152.72889952716488,0.4388179606250441
7,K-Means,K = 8,8,151.2972257633429,0.4379523800340616
8,K-Means,K = 9,9,150.6028293813604,0.439583925727465
9,MeanShift,Default,8,105.75625446670209,0.4846530930359212
10,DBSCAN,Default,2,7.130844270292949,-0.10004138194050548
11,AffinityPropagation,Default,33,51.64232699616722,
12,Birch,K = 2,2,126.69502215379994,0.7586776098824207
13,Birch,K = 3,3,133.10078088456652,0.45019679391866313
14,Birch,K = 4,4,151.5214844650474,0.4787233758499442
15,Birch,K = 5,5,159.50481387461517,0.5033784240046314
16,Birch,K = 6,6,152.50414063340662,0.5135675158216827
17,Birch,K = 7,7,142.4220433142219,0.4879293902328795
18,Birch,K = 8,8,139.2706531385099,0.3702323622690568
19,Birch,K = 9,9,135.72499603051563,0.3726881093789915
20,AgglomerativeClustering,affinity = euclidean linkage = ward k = 2,2,126.69502215379994,0.7586776098824207
21,AgglomerativeClustering,affinity = euclidean linkage = complete k = 2,2,126.69502215379994,0.7586776098824207
22,AgglomerativeClustering,affinity = euclidean linkage = average k = 2,2,126.69502215379994,0.7586776098824207
23,AgglomerativeClustering,affinity = l1 linkage = complete k = 2,2,126.69502215379994,0.7586776098824207
24,AgglomerativeClustering,affinity = l1 linkage = average k = 2,2,126.69502215379994,0.7586776098824207
25,AgglomerativeClustering,affinity = l2 linkage = complete k = 2,2,126.69502215379994,0.7586776098824207
26,AgglomerativeClustering,affinity = l2 linkage = average k = 2,2,126.69502215379994,0.7586776098824207
27,AgglomerativeClustering,affinity = manhattan linkage = complete k = 2,2,126.69502215379994,0.7586776098824207
28,AgglomerativeClustering,affinity = manhattan linkage = average k = 2,2,126.69502215379994,0.7586776098824207
29,AgglomerativeClustering,affinity = cosine linkage = complete k = 2,2,126.69502215379994,0.7586776098824207
30,AgglomerativeClustering,affinity = cosine linkage = average k = 2,2,126.69502215379994,0.7586776098824207
31,AgglomerativeClustering,affinity = euclidean linkage = ward k = 3,3,133.01611207083872,0.4460859310041339
32,AgglomerativeClustering,affinity = euclidean linkage = complete k = 3,3,75.29704626778944,0.43157996285475786
33,AgglomerativeClustering,affinity = euclidean linkage = average k = 3,3,75.88402865097993,0.4487812877565821
34,AgglomerativeClustering,affinity = l1 linkage = complete k = 3,3,117.3404037068421,0.39379609239121577
35,AgglomerativeClustering,affinity = l1 linkage = average k = 3,3,73.96506991496359,0.4577263428493389
36,AgglomerativeClustering,affinity = l2 linkage = complete k = 3,3,75.29704626778944,0.43157996285475786
37,AgglomerativeClustering,affinity = l2 linkage = average k = 3,3,75.88402865097993,0.4487812877565821
38,AgglomerativeClustering,affinity = manhattan linkage = complete k = 3,3,117.3404037068421,0.39379609239121577
39,AgglomerativeClustering,affinity = manhattan linkage = average k = 3,3,73.96506991496359,0.4577263428493389
40,AgglomerativeClustering,affinity = cosine linkage = complete k = 3,3,75.29704626778944,0.43157996285475786
41,AgglomerativeClustering,affinity = cosine linkage = average k = 3,3,75.88402865097993,0.4487812877565821
42,AgglomerativeClustering,affinity = euclidean linkage = ward k = 4,4,151.34851497751606,0.4766896946192061
