,algorithm,params,groups,calinski_harabaz_score,silhouette_score
1,K-Means,K = 2,1,ERROR,ERROR
2,K-Means,K = 3,1,ERROR,ERROR
3,K-Means,K = 4,1,ERROR,ERROR
4,K-Means,K = 5,1,ERROR,ERROR
5,K-Means,K = 6,1,ERROR,ERROR
6,K-Means,K = 7,1,ERROR,ERROR
7,K-Means,K = 8,1,ERROR,ERROR
8,K-Means,K = 9,1,ERROR,ERROR
9,DBSCAN,Default,1,ERROR,ERROR
10,AffinityPropagation,Default,160,1.0,
11,Birch,K = 2,1,ERROR,ERROR
12,Birch,K = 3,1,ERROR,ERROR
13,Birch,K = 4,1,ERROR,ERROR
14,Birch,K = 5,1,ERROR,ERROR
15,Birch,K = 6,1,ERROR,ERROR
16,Birch,K = 7,1,ERROR,ERROR
17,Birch,K = 8,1,ERROR,ERROR
18,Birch,K = 9,1,ERROR,ERROR
19,AgglomerativeClustering,affinity = euclidean linkage = ward k = 2,2,1.1573629742405136,
20,AgglomerativeClustering,affinity = euclidean linkage = complete k = 2,2,1.1573629742405136,
21,AgglomerativeClustering,affinity = euclidean linkage = average k = 2,2,1.1573629742405136,
22,AgglomerativeClustering,affinity = l1 linkage = complete k = 2,2,1.1573629742405136,
23,AgglomerativeClustering,affinity = l1 linkage = average k = 2,2,1.1573629742405136,
24,AgglomerativeClustering,affinity = l2 linkage = complete k = 2,2,1.1573629742405136,
25,AgglomerativeClustering,affinity = l2 linkage = average k = 2,2,1.1573629742405136,
26,AgglomerativeClustering,affinity = manhattan linkage = complete k = 2,2,1.1573629742405136,
27,AgglomerativeClustering,affinity = manhattan linkage = average k = 2,2,1.1573629742405136,
28,AgglomerativeClustering,affinity = cosine linkage = complete k = 2,2,1.1573629742405136,
29,AgglomerativeClustering,affinity = cosine linkage = average k = 2,2,1.1573629742405136,
30,AgglomerativeClustering,affinity = euclidean linkage = ward k = 3,3,1.0894413730941888,
31,AgglomerativeClustering,affinity = euclidean linkage = complete k = 3,3,1.0894413730941888,
32,AgglomerativeClustering,affinity = euclidean linkage = average k = 3,3,1.0894413730941888,
33,AgglomerativeClustering,affinity = l1 linkage = complete k = 3,3,1.0894413730941888,
34,AgglomerativeClustering,affinity = l1 linkage = average k = 3,3,1.0894413730941888,
35,AgglomerativeClustering,affinity = l2 linkage = complete k = 3,3,1.0894413730941888,
