,algorithm,params,groups,calinski_harabaz_score,silhouette_score
1,K-Means,K = 2,2,228.32525270081135,0.5516144715720994
2,K-Means,K = 3,3,199.22033379643779,0.4475170114041117
3,K-Means,K = 4,4,204.25803017078567,0.4701941708690077
4,K-Means,K = 5,5,192.17038557337324,0.3989176335572241
5,K-Means,K = 6,6,181.2504990088027,0.3576102359546383
6,K-Means,K = 7,7,179.580450160729,0.3501417676176714
7,K-Means,K = 8,8,174.28928638129648,0.3561982326007717
8,K-Means,K = 9,9,173.46214235164342,0.35202946641039207
9,MeanShift,Default,4,151.60903464157047,0.4275616506994536
10,DBSCAN,Default,1,ERROR,ERROR
11,AffinityPropagation,Default,9,163.9874063603125,0.3498114063487135
12,Birch,K = 2,2,217.1531190617372,0.548016387656829
13,Birch,K = 3,3,189.69668531057255,0.4858379973776335
14,Birch,K = 4,4,193.96564947741382,0.45675096549718924
15,Birch,K = 5,5,169.0286505127901,0.44828673496879323
16,Birch,K = 6,6,159.5530182484825,0.4199195563497572
17,Birch,K = 7,7,170.83874051983366,0.3698235315808818
18,Birch,K = 8,8,162.36459860026537,0.3647717621705836
19,Birch,K = 9,9,153.15768226473998,0.3564969925561191
20,AgglomerativeClustering,affinity = euclidean linkage = ward k = 2,2,225.64935424083237,0.5483372570266658
21,AgglomerativeClustering,affinity = euclidean linkage = complete k = 2,2,51.53617217758192,0.22925221432484372
22,AgglomerativeClustering,affinity = euclidean linkage = average k = 2,2,227.84478996841773,0.5535712293461695
23,AgglomerativeClustering,affinity = l1 linkage = complete k = 2,2,134.81976216408526,0.39871740399232947
24,AgglomerativeClustering,affinity = l1 linkage = average k = 2,2,227.84478996841773,0.5535712293461695
25,AgglomerativeClustering,affinity = l2 linkage = complete k = 2,2,51.53617217758192,0.22925221432484372
26,AgglomerativeClustering,affinity = l2 linkage = average k = 2,2,227.84478996841773,0.5535712293461695
27,AgglomerativeClustering,affinity = manhattan linkage = complete k = 2,2,134.81976216408526,0.39871740399232947
28,AgglomerativeClustering,affinity = manhattan linkage = average k = 2,2,227.84478996841773,0.5535712293461695
29,AgglomerativeClustering,affinity = cosine linkage = complete k = 2,2,173.92818472227677,0.47658204966867695
