,eval,petal.length,petal.width,sepal.length,sepal.width,variety,Labels
0,0.0,0.0,0.0,0.0,0.027160212989938246,-26.88559065475206,0
1,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,0
2,0.0,0.0,0.0,0.0,-1.60641223195584,-26.88559065475206,0
3,0.0,0.0,0.0,0.0,-3.347879218356994,-26.88559065475206,0
4,0.0,0.0,0.0,0.0,0.32100576590926105,-26.88559065475206,0
5,0.0,0.0,0.0,0.0,0.9559015298201168,-26.88559065475206,0
6,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,0
7,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,0
8,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,0
9,0.0,0.0,0.0,0.0,-3.347879218356994,-26.88559065475206,0
10,0.0,0.0,0.0,0.0,0.5650101178729758,-26.88559065475206,0
11,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,0
12,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,0
13,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,0
14,0.0,0.0,0.0,0.0,1.117687186452413,-26.88559065475206,0
15,0.0,0.0,0.0,0.0,1.6279687496497992,-26.88559065475206,0
16,0.0,0.0,0.0,0.0,0.9559015298201168,-26.88559065475206,0
17,0.0,0.0,0.0,0.0,0.027160212989938246,-26.88559065475206,0
18,0.0,0.0,0.0,0.0,0.7736542989830453,-26.88559065475206,0
19,0.0,0.0,0.0,0.0,0.7736542989830453,-26.88559065475206,0
20,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,0
21,0.0,0.0,0.0,0.0,0.5650101178729758,-26.88559065475206,0
22,0.0,0.0,0.0,0.0,0.32100576590926105,-26.88559065475206,0
23,0.0,0.0,0.0,0.0,-0.8400845781582924,-26.88559065475206,0
24,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,0
25,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,0
26,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,0
27,0.0,0.0,0.0,0.0,0.027160212989938246,-26.88559065475206,0
28,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,0
29,0.0,0.0,0.0,0.0,-1.60641223195584,-26.88559065475206,0
30,0.0,0.0,0.0,0.0,-3.347879218356994,-26.88559065475206,0
31,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,0
32,0.0,0.0,0.0,0.0,1.263145578950366,-26.88559065475206,0
33,0.0,0.0,0.0,0.0,1.3952721757555142,-26.88559065475206,0
34,0.0,0.0,0.0,0.0,-3.347879218356994,-26.88559065475206,0
35,0.0,0.0,0.0,0.0,-1.60641223195584,-26.88559065475206,0
36,0.0,0.0,0.0,0.0,0.027160212989938246,-26.88559065475206,0
37,0.0,0.0,0.0,0.0,0.32100576590926105,-26.88559065475206,0
38,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,0
39,0.0,0.0,0.0,0.0,-0.3422546691631091,-26.88559065475206,0
40,0.0,0.0,0.0,0.0,0.027160212989938246,-26.88559065475206,0
41,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,0
42,0.0,0.0,0.0,0.0,-1.60641223195584,-26.88559065475206,0
43,0.0,0.0,0.0,0.0,0.027160212989938246,-26.88559065475206,0
44,0.0,0.0,0.0,0.0,0.7736542989830453,-26.88559065475206,0
45,0.0,0.0,0.0,0.0,0.0,-26.88559065475206,0
46,0.0,0.0,0.0,0.0,0.7736542989830453,-26.88559065475206,0
47,0.0,0.0,0.0,0.0,-1.60641223195584,-26.88559065475206,0
48,0.0,0.0,0.0,0.0,0.5650101178729758,-26.88559065475206,0
